GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
M,N,Working,Higher education,Single / not married,House / apartment,1,35,41488,0.32,0.21,0.03,0.029667,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,48407,0.32,0.11,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,55443,0.31,0.12,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,52511,0.37,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,51213,0.37,0.21,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,49331,0.37,0.11,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,53076,0.31,0.12,0.03,0.155904,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,55368,0.31,0.56,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,57534,0.31,0.21,0.1,0.001056,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,38070,0.31,0.11,0.03,0.033408,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,56,46900,0.31,0.12,0.87,0.01792,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,42,46298,0.32,0.56,0.1,0.002016,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,42,48451,0.31,0.21,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,42,27092,0.32,0.11,0.87,0.00372,0
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,42,59035,0.32,0.12,0.1,0.005376,1
M,N,Commercial associate,Secondary / secondary special,Divorced,Rented apartment,1,49,51394,0.32,0.56,0.03,0.067599,1
M,N,Commercial associate,Secondary / secondary special,Divorced,Rented apartment,1,49,52752,0.31,0.21,0.87,0.00407,1
M,N,Commercial associate,Secondary / secondary special,Divorced,Rented apartment,1,49,21191,0.37,0.11,0.1,0.001332,0
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,44,29569,0.37,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,44,28219,0.37,0.56,0.87,0.00651,0
M,Y,Working,Higher education,Married,With parents,2,30,30826,0.32,0.21,0.1,0.001023,1
M,Y,Working,Higher education,Married,With parents,2,30,53310,0.32,0.11,0.03,0.032364,1
M,Y,Working,Higher education,Married,With parents,2,30,38976,0.31,0.12,0.87,0.01736,1
M,Y,Working,Higher education,Married,With parents,2,30,20190,0.31,0.56,0.1,0.001953,0
M,Y,Working,Higher education,Married,With parents,2,30,43756,0.32,0.21,0.03,0.029667,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,36427,0.37,0.11,0.87,0.00384,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,40547,0.37,0.12,0.1,0.005208,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,52221,0.37,0.56,0.03,0.058464,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,41524,0.31,0.21,0.87,0.00352,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,37772,0.31,0.11,0.1,0.001152,1
F,Y,State servant,Secondary / secondary special,Married,House / apartment,2,53,50085,0.31,0.12,0.03,0.155904,1
M,Y,Commercial associate,Higher education,Married,House / apartment,2,40,45002,0.31,0.56,0.87,0.00651,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,55,59795,0.31,0.21,0.1,0.001023,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,55,57449,0.31,0.11,0.03,0.033408,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,55,33296,0.31,0.12,0.87,0.02072,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,55,38734,0.32,0.56,0.1,0.002331,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,31,28662,0.31,0.21,0.03,0.035409,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,31,55995,0.32,0.11,0.87,0.00372,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,31,34366,0.32,0.12,0.1,0.005208,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,31,48454,0.31,0.56,0.03,0.056637,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,31,50836,0.31,0.21,0.87,0.00341,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,41,40404,0.32,0.11,0.1,0.001116,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,41,58777,0.37,0.12,0.03,0.151032,1
M,Y,Commercial associate,Higher education,Married,House / apartment,4,47,25525,0.37,0.56,0.87,0.00651,0
M,Y,Commercial associate,Higher education,Married,House / apartment,4,47,37876,0.37,0.21,0.1,0.001056,1
M,Y,Commercial associate,Higher education,Married,House / apartment,4,47,32582,0.31,0.11,0.03,0.032364,1
M,N,Working,Secondary / secondary special,Married,House / apartment,3,33,50840,0.31,0.12,0.87,0.01792,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,29,22037,0.31,0.56,0.1,0.002016,0
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,29,34372,0.31,0.21,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,29,23867,0.31,0.11,0.87,0.00384,0
M,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,29,36978,0.31,0.12,0.1,0.005376,1
F,N,Working,Higher education,Married,House / apartment,3,53,50838,0.31,0.56,0.03,0.056637,1
F,N,Working,Higher education,Married,House / apartment,3,53,59965,0.32,0.21,0.87,0.00341,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,20144,0.31,0.11,0.1,0.001152,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,25085,0.32,0.12,0.03,0.180264,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,27374,0.32,0.56,0.87,0.00777,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,4,36,59263,0.32,0.21,0.1,0.001221,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,2,29,48537,0.32,0.11,0.03,0.032364,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,2,29,42019,0.31,0.12,0.87,0.01736,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,2,29,57249,0.31,0.56,0.1,0.001953,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,2,29,34502,0.32,0.21,0.03,0.029667,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,38,53275,0.37,0.11,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Unmarried,Municipal apartment,3,45,41527,0.37,0.12,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Unmarried,Municipal apartment,3,45,43949,0.37,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Unmarried,Municipal apartment,3,45,42528,0.31,0.21,0.87,0.00352,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,31,59589,0.31,0.11,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,47,57841,0.31,0.12,0.03,0.155904,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,47,23882,0.31,0.56,0.87,0.00672,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,47,30549,0.31,0.21,0.1,0.001056,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,3,47,30065,0.31,0.11,0.03,0.032364,1
F,Y,Working,Higher education,Married,House / apartment,2,29,44737,0.31,0.12,0.87,0.02072,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,32,59672,0.32,0.56,0.1,0.002331,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,32,47626,0.31,0.21,0.03,0.035409,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,59,41732,0.32,0.11,0.87,0.00372,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,59,52617,0.32,0.12,0.1,0.005208,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,59,34336,0.32,0.56,0.03,0.056637,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,59,46115,0.32,0.21,0.87,0.00341,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,42,33285,0.31,0.11,0.1,0.001116,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,42,55068,0.31,0.12,0.03,0.155904,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,42,28796,0.32,0.56,0.87,0.00651,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,42,52487,0.37,0.21,0.1,0.001056,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,37,29304,0.37,0.11,0.03,0.033408,0
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,28,57064,0.37,0.12,0.87,0.01792,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,28,31891,0.31,0.56,0.1,0.001953,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,50575,0.31,0.21,0.03,0.035409,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,27765,0.31,0.11,0.87,0.00444,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,44170,0.31,0.12,0.03,0.058464,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,34928,0.31,0.56,0.87,0.00352,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,21114,0.31,0.21,0.1,0.001116,0
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,56416,0.32,0.11,0.03,0.151032,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,39759,0.31,0.12,0.87,0.00672,1
F,N,Working,Secondary / secondary special,Unmarried,With parents,2,39,33351,0.32,0.56,0.1,0.001221,1
F,N,Working,Secondary / secondary special,Unmarried,With parents,2,39,37419,0.32,0.21,0.03,0.038628,1
F,N,Working,Secondary / secondary special,Unmarried,With parents,2,39,53725,0.32,0.11,0.87,0.02072,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,40810,0.32,0.12,0.1,0.001953,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,61,31767,0.31,0.56,0.03,0.029667,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,61,36220,0.31,0.21,0.87,0.00372,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,61,53337,0.32,0.11,0.1,0.005208,1
F,N,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,61,43066,0.37,0.12,0.03,0.056637,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,27403,0.37,0.56,0.87,0.00341,0
F,N,Working,Incomplete higher,Married,House / apartment,2,54,41269,0.37,0.21,0.1,0.001116,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,42674,0.31,0.11,0.03,0.155904,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,20966,0.31,0.12,0.87,0.00651,0
F,N,Working,Incomplete higher,Married,House / apartment,2,54,42332,0.31,0.56,0.1,0.001056,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,54721,0.31,0.21,0.03,0.033408,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,52856,0.31,0.11,0.87,0.01736,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,40314,0.31,0.12,0.1,0.001953,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,47283,0.31,0.56,0.03,0.030624,1
F,N,Working,Incomplete higher,Married,House / apartment,2,54,20275,0.32,0.21,0.87,0.00444,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,60,33016,0.31,0.11,0.1,0.006216,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,60,32703,0.32,0.12,0.03,0.067599,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,60,52415,0.32,0.56,0.87,0.00341,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,33984,0.32,0.21,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,31359,0.32,0.11,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,24636,0.31,0.12,0.87,0.00651,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,40533,0.31,0.56,0.1,0.001023,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,30795,0.32,0.21,0.03,0.032364,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,45035,0.37,0.11,0.87,0.01736,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,52156,0.37,0.12,0.1,0.002016,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,30,30430,0.37,0.56,0.03,0.029667,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,39,21072,0.31,0.21,0.87,0.00384,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,39,24234,0.31,0.11,0.1,0.005376,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,39,44351,0.31,0.12,0.03,0.058464,1
M,Y,State servant,Higher education,Married,House / apartment,2,46,42563,0.31,0.56,0.87,0.00352,1
M,Y,State servant,Higher education,Married,House / apartment,2,46,44904,0.31,0.21,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Married,With parents,2,45,50475,0.31,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Married,With parents,2,45,23070,0.31,0.12,0.87,0.00672,0
F,N,Working,Secondary / secondary special,Married,With parents,2,45,21794,0.32,0.56,0.1,0.001221,0
F,N,Working,Secondary / secondary special,Married,With parents,2,45,24184,0.31,0.21,0.03,0.038628,0
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,20043,0.32,0.11,0.87,0.02072,0
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,35330,0.32,0.12,0.1,0.001953,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,57907,0.32,0.56,0.03,0.029667,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,58694,0.32,0.21,0.87,0.00372,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,32342,0.31,0.11,0.1,0.005208,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,54716,0.31,0.12,0.03,0.056637,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,37488,0.32,0.56,0.87,0.00341,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,28147,0.37,0.21,0.1,0.001116,0
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,26481,0.37,0.11,0.03,0.155904,1
M,Y,Commercial associate,Higher education,Married,House / apartment,3,33,54183,0.37,0.12,0.87,0.00651,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,42,51427,0.31,0.56,0.1,0.001056,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,42,39496,0.31,0.21,0.03,0.033408,1
F,N,State servant,Higher education,Married,House / apartment,2,55,36004,0.31,0.11,0.87,0.01792,1
M,Y,Commercial associate,Secondary / secondary special,Married,With parents,2,27,30581,0.31,0.12,0.1,0.002016,1
M,Y,Commercial associate,Secondary / secondary special,Married,With parents,2,27,36295,0.31,0.56,0.03,0.029667,1
M,Y,Commercial associate,Secondary / secondary special,Married,With parents,2,27,38083,0.31,0.21,0.87,0.00372,1
F,N,Working,Higher education,Married,House / apartment,3,31,22625,0.31,0.11,0.1,0.005376,0
F,N,Working,Higher education,Married,House / apartment,3,31,20012,0.32,0.12,0.03,0.067599,1
F,N,Working,Higher education,Married,House / apartment,3,31,20122,0.31,0.56,0.87,0.00407,0
F,N,Working,Higher education,Married,House / apartment,3,31,40794,0.32,0.21,0.1,0.001332,1
M,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,5,43,51831,0.32,0.11,0.03,0.151032,1
F,Y,Commercial associate,Secondary / secondary special,Divorced,House / apartment,3,29,20809,0.32,0.12,0.87,0.00651,0
F,Y,Commercial associate,Secondary / secondary special,Divorced,House / apartment,3,29,49993,0.32,0.56,0.1,0.001023,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,24,50102,0.31,0.21,0.03,0.032364,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,24,34136,0.31,0.11,0.87,0.01736,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,24,52176,0.32,0.12,0.1,0.001953,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,53452,0.37,0.56,0.03,0.029667,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,40331,0.37,0.21,0.87,0.00384,1
F,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,3,40,37264,0.37,0.11,0.1,0.005208,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,22407,0.31,0.12,0.03,0.058464,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,32051,0.31,0.56,0.87,0.00352,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,57514,0.31,0.21,0.1,0.001152,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,22825,0.31,0.11,0.03,0.155904,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,51070,0.31,0.12,0.87,0.00651,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,49066,0.31,0.56,0.1,0.001023,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,32952,0.31,0.21,0.03,0.033408,1
F,N,Commercial associate,Higher education,Divorced,House / apartment,1,54,20802,0.32,0.11,0.87,0.02072,0
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,36,27008,0.31,0.12,0.1,0.002331,0
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,36,55376,0.32,0.56,0.03,0.035409,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,36,31048,0.32,0.21,0.87,0.00372,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,36,49005,0.32,0.11,0.1,0.005208,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,3,36,37750,0.32,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,35785,0.31,0.56,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,38352,0.31,0.21,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,54172,0.32,0.11,0.03,0.151032,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,40622,0.37,0.12,0.87,0.00651,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,31182,0.37,0.56,0.1,0.001056,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,20608,0.37,0.21,0.03,0.032364,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,53,20496,0.31,0.11,0.87,0.01792,0
M,Y,State servant,Higher education,Married,Office apartment,3,36,24916,0.31,0.12,0.1,0.002016,0
M,Y,State servant,Higher education,Married,Office apartment,3,36,55069,0.31,0.56,0.03,0.030624,1
M,Y,State servant,Higher education,Married,Office apartment,3,36,41890,0.31,0.21,0.87,0.00384,1
M,Y,State servant,Higher education,Married,Office apartment,3,36,37809,0.31,0.11,0.1,0.005208,1
M,Y,State servant,Higher education,Married,Office apartment,3,36,47878,0.31,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,44017,0.31,0.56,0.87,0.00352,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,37338,0.32,0.21,0.1,0.001332,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,20799,0.31,0.11,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,43581,0.32,0.12,0.87,0.00777,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,47125,0.32,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,21316,0.32,0.21,0.03,0.032364,0
F,N,Working,Secondary / secondary special,Married,House / apartment,3,41,41109,0.32,0.11,0.87,0.01736,1
F,N,Working,Higher education,Divorced,House / apartment,1,50,57569,0.32,0.12,0.1,0.001953,1
F,N,Working,Higher education,Divorced,House / apartment,1,50,34318,0.31,0.56,0.03,0.029667,1
F,N,Working,Higher education,Divorced,House / apartment,1,50,22006,0.31,0.21,0.87,0.00372,0
F,N,Working,Higher education,Divorced,House / apartment,1,50,34590,0.32,0.11,0.1,0.005208,1
M,Y,Working,Higher education,Married,House / apartment,2,47,25036,0.37,0.12,0.03,0.058464,1
M,Y,Working,Higher education,Married,House / apartment,2,47,59668,0.37,0.56,0.87,0.00341,1
F,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,39,40548,0.37,0.21,0.1,0.001152,1
F,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,39,26834,0.31,0.11,0.03,0.155904,1
F,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,39,34660,0.31,0.12,0.87,0.00672,1
F,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,39,38102,0.31,0.56,0.1,0.001056,1
M,N,Commercial associate,Higher education,Married,House / apartment,3,48,24721,0.31,0.21,0.03,0.032364,0
M,N,Commercial associate,Higher education,Married,House / apartment,3,48,39401,0.31,0.11,0.87,0.01736,1
F,N,State servant,Higher education,Married,House / apartment,5,35,41728,0.31,0.12,0.1,0.002016,1
F,N,State servant,Higher education,Married,House / apartment,5,35,58236,0.31,0.56,0.03,0.035409,1
F,N,State servant,Higher education,Married,House / apartment,5,35,21350,0.32,0.21,0.87,0.00444,0
F,N,State servant,Higher education,Married,House / apartment,5,35,38731,0.31,0.11,0.1,0.006216,1
F,N,State servant,Higher education,Married,House / apartment,5,35,34251,0.32,0.12,0.03,0.056637,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,31,29346,0.32,0.56,0.87,0.00341,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,31,36002,0.32,0.21,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,41864,0.31,0.11,0.03,0.151032,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,45362,0.37,0.12,0.87,0.00651,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,39401,0.37,0.56,0.1,0.001023,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,57346,0.37,0.21,0.03,0.032364,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,35705,0.31,0.11,0.87,0.01792,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,46148,0.31,0.12,0.1,0.001953,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,37283,0.31,0.56,0.03,0.030624,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,55597,0.31,0.21,0.87,0.00384,1
F,Y,Working,Secondary / secondary special,Divorced,House / apartment,2,41,58349,0.31,0.11,0.1,0.005376,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,3,52,56222,0.32,0.12,0.03,0.058464,1
F,N,State servant,Higher education,Married,House / apartment,3,39,27498,0.31,0.56,0.87,0.00341,0
F,N,State servant,Higher education,Married,House / apartment,3,39,40311,0.32,0.21,0.1,0.001116,1
F,N,State servant,Higher education,Married,House / apartment,3,39,30547,0.32,0.11,0.03,0.155904,1
F,N,State servant,Higher education,Married,House / apartment,3,39,31083,0.32,0.12,0.87,0.00777,1
F,N,State servant,Higher education,Married,House / apartment,3,39,49839,0.31,0.56,0.1,0.001221,1
F,N,State servant,Higher education,Married,House / apartment,3,39,35119,0.37,0.21,0.03,0.038628,1
F,N,State servant,Higher education,Married,House / apartment,3,39,40064,0.37,0.11,0.87,0.01736,1
F,N,State servant,Higher education,Married,House / apartment,3,39,20211,0.37,0.12,0.1,0.001953,0
F,N,State servant,Higher education,Married,House / apartment,3,39,52322,0.32,0.56,0.03,0.029667,1
F,N,State servant,Higher education,Married,House / apartment,3,39,51170,0.32,0.21,0.87,0.00372,1
F,N,State servant,Higher education,Married,House / apartment,3,39,46962,0.31,0.11,0.1,0.005208,1
M,Y,Working,Higher education,Married,House / apartment,2,25,48811,0.31,0.12,0.03,0.056637,1
M,Y,Working,Higher education,Married,House / apartment,2,25,58459,0.32,0.56,0.87,0.00341,1
M,Y,Working,Higher education,Married,House / apartment,2,25,50613,0.37,0.21,0.1,0.001152,1
M,Y,Working,Higher education,Married,House / apartment,2,25,49765,0.37,0.11,0.03,0.151032,1
M,Y,Working,Higher education,Married,House / apartment,2,25,55918,0.37,0.12,0.87,0.00672,1
M,Y,Working,Higher education,Married,House / apartment,2,25,21923,0.31,0.56,0.1,0.001056,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,53,56634,0.31,0.21,0.03,0.033408,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,53,47067,0.31,0.11,0.87,0.01792,1
F,N,Working,Secondary / secondary special,Married,House / apartment,5,42,40683,0.31,0.12,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Married,House / apartment,5,42,58937,0.31,0.56,0.03,0.029667,1
M,Y,Working,Higher education,Married,House / apartment,2,60,45014,0.31,0.21,0.87,0.00384,1
M,Y,Working,Higher education,Married,House / apartment,2,60,21581,0.31,0.11,0.1,0.006216,0
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,25,59705,0.32,0.12,0.03,0.067599,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,25,30870,0.31,0.56,0.87,0.00407,1
F,N,Commercial associate,Higher education,Unmarried,House / apartment,2,25,55752,0.32,0.21,0.1,0.001116,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,38,32240,0.32,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,49,32768,0.31,0.12,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,49,41065,0.31,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,49,51710,0.32,0.21,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,49,41247,0.37,0.11,0.87,0.01736,1
F,N,Working,Higher education,Married,House / apartment,2,39,57554,0.37,0.12,0.1,0.001953,1
F,N,State servant,Incomplete higher,Married,House / apartment,3,40,58909,0.37,0.56,0.03,0.030624,1
F,N,State servant,Incomplete higher,Married,House / apartment,3,40,44937,0.31,0.21,0.87,0.00372,1
M,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,24,47158,0.31,0.11,0.1,0.005376,1
M,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,24,52971,0.31,0.12,0.03,0.058464,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,28,55779,0.31,0.56,0.87,0.00352,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,28,42276,0.31,0.21,0.1,0.001152,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,4,28,45611,0.31,0.11,0.03,0.155904,1
M,N,Commercial associate,Higher education,Married,House / apartment,4,35,25087,0.31,0.12,0.87,0.00651,0
M,N,Commercial associate,Higher education,Married,House / apartment,4,35,54209,0.32,0.56,0.1,0.001023,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,58968,0.31,0.21,0.03,0.033408,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,44,28666,0.32,0.11,0.87,0.02072,0
